"INSTNM","STABBR","REGION","ADM_RATE","UGDS","COSTT4_A","MD_EARN_WNE_P10","MD_EARN_WNE_P6","DEBT_MDN_SUPP","RPY_3YR_RT_SUPP","LO_INC_RPY_3YR_RT_SUPP","MD_INC_RPY_3YR_RT_SUPP","HI_INC_RPY_3YR_RT_SUPP","C150_4_POOLED_SUPP","C200_4_POOLED_SUPP","RET_FT4_POOLED_SUPP","isNCF"
"Friends University","KS","Plains",0.4735,1071,37845,41800,38300,18750,0.5188367482,0.3910034602,0.547008547,0.6828571429,0.36,0.4247,0.7448,FALSE
"Fort Scott Community College","KS","Plains",,1152,10619,31800,25400,5500,0.36996337,0.2715855573,0.4924471299,0.5483870968,,,,FALSE
"Garden City Community College","KS","Plains",,1485,11339,31500,26200,5003,0.5047984645,0.4137931034,0.5347593583,0.6568627451,,,,FALSE
"Haskell Indian Nations University","KS","Plains",0.676,730,9077,24900,19500,,,,,,0.4524,,,FALSE
"Hays Academy of Hair Design","KS","Plains",,67,,16300,15900,9590,0.4868421053,0.3777777778,,,,,,FALSE
"Hesston College","KS","Plains",,419,38826,41000,34300,12000,0.6931216931,0.5204081633,0.7409638554,0.7719298246,0.5372,,0.8537,FALSE
"Highland Community College","KS","Plains",,1730,11528,31800,28400,5500,0.3943370166,0.3042291951,0.4744094488,0.5169082126,,,,FALSE
"Hutchinson Community College","KS","Plains",,3442,12448,33800,28900,6500,0.4300867888,0.2980769231,0.5225102319,0.5679012346,,,,FALSE
"Independence Community College","KS","Plains",,565,9988,27800,23200,3500,0.3957597173,0.2797202797,0.5172413793,0.5094339623,,,,FALSE
"Johnson County Community College","KS","Plains",,11007,16348,36600,29900,4500,0.4530218385,0.3723693143,0.5104275287,0.5752636625,,,,FALSE
"Concorde Career College-Kansas City","MO","Plains",0.9514,606,,26300,22000,9500,0.3313521545,0.2789757412,0.460591133,0.5271317829,0.6391,,,FALSE
"Kansas City Kansas Community College","KS","Plains",,4027,17263,31200,26900,6350,0.2914553258,0.2184105203,0.4166666667,0.525210084,,,,FALSE
"Kansas Christian College","KS","Plains",,151,14304,,,4750,,,,,,,0.3902,FALSE
"University of Kansas","KS","Plains",0.9171,19135,24996,48800,39200,15000,0.6581306018,0.5505675955,0.659494855,0.7277345073,0.6395,0.6457,0.8346,FALSE
"Newman University","KS","Plains",0.6182,1073,36979,44000,38000,15250,0.5565326633,0.4597014925,0.5684210526,0.7215909091,0.532,0.4842,0.7876,FALSE
"Old Town Barber College-Wichita","KS","Plains",,35,,18200,14800,9500,0.1666666667,0.1428571429,,,,,,FALSE
"Kansas State University","KS","Plains",0.934,17611,23724,45600,38400,17500,0.6842246348,0.5472279261,0.69545793,0.7679518925,0.6334,0.6515,0.8487,FALSE
"Kansas Wesleyan University","KS","Plains",0.4681,650,42545,40300,34100,12878,0.58,0.4516129032,0.5948275862,0.6809815951,0.3454,0.3891,0.5656,FALSE
"Washburn Institute of Technology","KS","Plains",0.597,1398,15065,40300,34100,12500,0.4968028913,0.3740201568,0.5708989805,0.6871584699,,,,FALSE
"Labette Community College","KS","Plains",,1620,11613,33800,28300,5750,0.4957507082,0.4235294118,0.5441176471,0.6170212766,,,,FALSE
"Manhattan Area Technical College","KS","Plains",,435,17422,39400,39600,7693,0.4878472222,0.3550488599,0.6304347826,0.6588235294,,,,FALSE
"Manhattan Christian College","KS","Plains",0.5812,225,29131,35500,28200,12000,0.6130653266,0.453125,0.6428571429,0.7647058824,0.5608,0.5194,0.456,FALSE
"McPherson College","KS","Plains",0.7709,716,41047,39300,36000,14000,0.6573275862,0.4881889764,0.6815642458,0.7658227848,0.3616,0.4365,0.6684,FALSE
"MidAmerica Nazarene University","KS","Plains",0.5853,1160,42197,42900,41700,13396,0.6911090742,0.6121794872,0.6697459584,0.789017341,0.4636,0.5587,0.6524,FALSE
"Neosho County Community College","KS","Plains",,1137,14323,35100,26900,6500,0.4557463672,0.361878453,0.5335689046,0.5625,,,,FALSE
"North Central Kansas Technical College","KS","Plains",,477,16179,39600,34600,8281,0.5586319218,0.425170068,0.6710526316,0.7065217391,,,,FALSE
"Northwest Kansas Technical College","KS","Plains",,400,,36500,30500,6500,0.4957746479,0.414893617,,,,,,FALSE
"Ottawa University-Ottawa","KS","Plains",0.7815,706,42254,41500,36500,12500,0.4652137469,0.3535545024,0.5059952038,0.6338028169,0.452,0.4019,0.5529,FALSE
"Ottawa University-Kansas City","KS","Plains",,316,,41500,36500,12500,0.4652137469,0.3535545024,0.5059952038,0.6338028169,,,,FALSE
"Pittsburg State University","KS","Plains",0.8958,5067,18102,39400,34900,14000,0.6025806452,0.48,0.6284153005,0.7506234414,0.5004,0.5043,0.7432,FALSE
"Pratt Community College","KS","Plains",,633,13241,35900,35400,5500,0.525107604,0.3993174061,0.5848375451,0.6850393701,,,,FALSE
"University of Saint Mary","KS","Plains",0.6135,732,39819,38500,40100,15500,0.5925925926,0.46875,0.5549132948,0.7135135135,0.4977,0.3802,0.6264,FALSE
"Salina Area Technical College","KS","Plains",,299,11600,32000,27600,5500,0.5746606335,0.5044247788,0.6455696203,,,,,FALSE
"Seward County Community College","KS","Plains",,1095,10143,32800,29700,4500,0.5584045584,0.4825581395,0.619047619,0.6603773585,,,,FALSE
"Southwestern College","KS","Plains",0.5553,1314,42702,46400,37800,12500,0.5686512758,0.4451827243,0.5994318182,0.7235294118,0.4398,0.4089,0.5757,FALSE
"Sterling College","KS","Plains",0.4052,568,36070,35700,30500,12450,0.5964912281,0.4113475177,0.691011236,0.6642335766,0.4618,0.4381,0.5174,FALSE
"Tabor College","KS","Plains",0.5748,600,42451,40800,33400,16462,0.6020618557,0.4634146341,0.5870646766,0.7267080745,0.4021,0.4505,0.636,FALSE
"Washburn University","KS","Plains",,4767,18960,40300,34100,12500,0.4968028913,0.3740201568,0.5708989805,0.6871584699,0.4147,0.3782,0.7146,FALSE
"Wichita State University-Campus of Applied Sciences and Technology","KS","Plains",,2632,17918,32900,30600,6600,0.3336599706,0.2575017446,0.4894067797,0.5955882353,,,,FALSE
"Wichita State University","KS","Plains",0.965,11148,20038,40400,36000,15000,0.5362578335,0.431864965,0.5841045182,0.6618650493,0.473,0.4932,0.7279,FALSE
"Wichita Technical Institute","KS","Plains",,778,,33200,23200,12720,0.2344678552,0.199339934,0.3496503497,0.64,,,,FALSE
"Alice Lloyd College","KY","SE",0.2778,644,24564,31700,25300,8250,0.4647887324,0.453125,0.4851485149,0.4545454545,0.6306,0.2953,0.5819,FALSE
"Asbury University","KY","SE",0.6676,1596,39831,34900,28700,19153,0.658839779,0.4516129032,0.7042253521,0.802690583,0.654,0.6417,0.8285,FALSE
"Asbury Theological Seminary","KY","SE",,,,44400,39000,,,,,,,,,FALSE
"Ashland Community and Technical College","KY","SE",,2007,11472,25600,22800,7333,0.2446700508,0.1795252226,0.3467561521,0.4857142857,,,,FALSE
"Barrett and Company School of Hair Design","KY","SE",,51,,16300,11500,5610,0.425,0.4,,,,,,FALSE
"Bellarmine University","KY","SE",0.8584,2488,54872,45700,42200,19000,0.7438794727,0.6425855513,0.7386018237,0.8042553191,0.6595,0.6607,0.7557,FALSE
"Berea College","KY","SE",0.382,1630,35394,33700,24600,4563,0.6761006289,,0.6936416185,,0.6444,0.6463,0.8176,FALSE
"PJ's College of Cosmetology-Bowling Green","KY","SE",,217,,18000,14300,6333,0.195970696,0.1513761468,0.3409090909,,,,,FALSE
"Southcentral Kentucky Community and Technical College","KY","SE",,3129,11468,30300,24900,8000,0.2669546436,0.2033067973,0.4029574861,0.4822695035,,,,FALSE
"Brescia University","KY","SE",0.3855,918,32926,40100,29700,19562,0.4908350305,0.3918367347,0.5411764706,0.6973684211,0.3678,0.2875,0.6265,FALSE
"Campbellsville University","KY","SE",0.8334,2522,38248,33700,27300,10500,0.4413043478,0.3414634146,0.5211267606,0.625,0.3709,0.3746,0.6449,FALSE
"Bluegrass Community and Technical College","KY","SE",,7999,11951,28000,23800,7193,0.3079947575,0.2289256198,0.4153452685,0.5149700599,,,,FALSE
"Centre College","KY","SE",0.7306,1425,53747,45500,35100,24856,0.8044077135,0.7407407407,0.7967479675,0.8279569892,0.8179,0.8648,0.9064,FALSE
"Clear Creek Baptist Bible College","KY","SE",,110,17369,26300,25800,,,,,,0.4528,0.5714,0.6765,FALSE
"Paul Mitchell the School-Lexington","KY","SE",,193,,,,12000,0.3031161473,0.2231759657,0.4155844156,0.5348837209,,,,FALSE
"Galen College of Nursing-Louisville","KY","SE",,1954,,42000,42200,15800,0.4046875,0.3541666667,0.4098601913,0.5847953216,0.5752,,,FALSE
"University of the Cumberlands","KY","SE",0.733,2408,35748,35100,27300,9734,0.5261958998,0.4366197183,0.5607476636,0.6287128713,0.3648,0.4027,0.6237,FALSE
"Eastern Kentucky University","KY","SE",0.8729,12246,22396,36100,29800,15000,0.4846035948,0.3976047904,0.5118110236,0.6318504191,0.4528,0.4769,0.7322,FALSE
"Elizabethtown Community and Technical College","KY","SE",,4128,10833,29000,23800,6750,0.3142565151,0.2248,0.4461966605,0.556547619,,,,FALSE
"Frontier Nursing University","KY","SE",,,,,,,,,,,,,,FALSE
"Georgetown College","KY","SE",0.4795,961,49761,43000,31400,14613,0.6738056013,0.6301369863,0.67,0.7011494253,0.5542,0.612,0.6495,FALSE
"PJ's College of Cosmetology-Glasgow","KY","SE",,32,,,13700,6677,0.2619047619,0.2121212121,,,,,,FALSE
"Hazard Community and Technical College","KY","SE",,1613,12144,23800,20200,6592,0.229618549,0.1818181818,0.3614457831,0.4342105263,,,,FALSE
"Paul Mitchell the School-Louisville","KY","SE",,154,,12100,15800,10182,0.35,0.2416107383,0.4109589041,0.5517241379,,,,FALSE
"Henderson Community College","KY","SE",,1004,11251,27700,24700,7800,0.3272519954,0.2245614035,0.5105485232,0.5428571429,,,,FALSE
"Hopkinsville Community College","KY","SE",,2131,11418,27000,22600,7459,0.2940234792,0.243883792,0.3940677966,0.4893617021,,,,FALSE
"Jefferson Community and Technical College","KY","SE",,8932,11293,28800,23900,7133,0.2715222548,0.2043607532,0.4093120222,0.4773060029,,,,FALSE
"Summit Salon Academy-Lexington","KY","SE",,37,,,20900,8250,0.2340425532,0.1657458564,,,,,,FALSE
"American National University-Lexington","KY","SE",,298,25351,20400,18000,12384,0.140596745,0.1306143521,,,0.3846,,,FALSE
"Kentucky Mountain Bible College","KY","SE",0.4906,65,17665,,,6161,0.46875,,,,0.4849,0.2333,0.7454,FALSE
"Kentucky State University","KY","SE",0.7217,1233,18975,28700,23500,17479,0.2352601156,0.212,0.2495344507,0.3160621762,0.1944,0.2276,0.6063,FALSE
"Kentucky Wesleyan College","KY","SE",0.6416,783,37572,36700,29000,13500,0.5708661417,0.4153005464,0.625,0.7021276596,0.3652,0.3958,0.6865,FALSE
"University of Kentucky","KY","SE",0.9448,21746,28711,45100,36900,16250,0.6325903151,0.521282186,0.6334002006,0.713190184,0.6564,0.6423,0.8392,FALSE
"Kentucky Christian University","KY","SE",0.3744,502,32749,34600,27500,10625,0.5263157895,0.4417177914,0.5181818182,0.6635514019,0.3303,0.3148,0.6346,FALSE
"Lexington Theological Seminary","KY","SE",,,,,,,,,,,,,,FALSE
"Lindsey Wilson College","KY","SE",,1925,37201,28800,24900,13651,0.4204778157,0.3376318875,0.5159090909,0.5872093023,0.362,0.3033,0.5897,FALSE
"University of Louisville","KY","SE",0.7243,14488,26140,41800,34800,13061,0.5853184249,0.4948096886,0.5752797558,0.706286318,0.555,0.56,0.8048,FALSE
"Louisville Presbyterian Theological Seminary","KY","SE",,,,,,,,,,,,,,FALSE
"Madisonville Community College","KY","SE",,1888,10489,28100,24700,6591,0.3799256506,0.27680798,0.5076142132,0.5973154362,,,,FALSE
"Maysville Community and Technical College","KY","SE",,2338,11662,25800,21600,7726,0.2358735096,0.1970954357,0.3197969543,0.4943820225,,,,FALSE
"Midway University","KY","SE",0.6059,1036,39350,34500,31500,14580,0.4322169059,0.3567073171,0.4858490566,0.5862068966,0.4478,0.4299,0.7976,FALSE
"Morehead State University","KY","SE",0.7926,6253,21512,33100,27200,16948,0.4655647383,0.396056338,0.5051282051,0.5781021898,0.4331,0.4519,0.7305,FALSE
"Murray State University","KY","SE",0.8142,6830,20984,37100,29700,16238,0.5724856125,0.4596117721,0.6358234295,0.6933638444,0.5238,0.518,0.783,FALSE
"Gateway Community and Technical College","KY","SE",,2885,10794,28800,25400,8253,0.2803532009,0.204496788,0.4315068493,0.4812030075,,,,FALSE
"Northern Kentucky University","KY","SE",0.8926,10201,17711,37500,32800,14000,0.5464907995,0.4403987863,0.575640406,0.6509915014,0.4102,0.4236,0.7061,FALSE
"West Kentucky Community and Technical College","KY","SE",,3577,10759,27300,22900,7000,0.3395238095,0.2762784091,0.4271653543,0.5815217391,,,,FALSE
"University of Pikeville","KY","SE",,1082,35966,31100,28300,11629,0.4150943396,0.3672922252,0.4972677596,0.4360902256,0.2972,0.303,0.5816,FALSE
"Big Sandy Community and Technical College","KY","SE",,2429,11700,23000,21300,6850,0.2489913545,0.2056514914,0.3679525223,0.3709677419,,,,FALSE
"Empire Beauty School-Chenoweth","KY","SE",,78,,18500,16300,8028,0.2978723404,0.2254160363,0.4242424242,0.5802469136,,,,FALSE
"Empire Beauty School-Elizabethtown","KY","SE",,99,,17300,16100,6222,0.2591424968,0.223880597,0.3223684211,0.5657894737,,,,FALSE
"Empire Beauty School-Dixie","KY","SE",,90,,17100,15900,7627,0.2741273101,0.2199170124,0.3806818182,0.5466666667,,,,FALSE
"Empire Beauty School-Florence","KY","SE",,99,,18200,15700,7828,0.2771362587,0.24328594,0.3597883598,0.4090909091,,,,FALSE
"Somerset Community College","KY","SE",,4355,11491,24600,20100,8401,0.2591331972,0.2058913777,0.4033437827,0.445026178,,,,FALSE
"Southeast Kentucky Community and Technical College","KY","SE",,1869,11616,22800,19100,6750,0.2669902913,0.2308510638,0.3733333333,0.4084507042,,,,FALSE
"The Southern Baptist Theological Seminary","KY","SE",0.673,874,,,,,,,,,0.4872,0.3205,0.7748,FALSE
"Spalding University","KY","SE",0.9595,955,34596,45100,35400,17750,0.4295774648,0.335600907,0.4561403509,0.6984126984,0.4135,0.4656,0.6952,FALSE
"Sullivan University","KY","SE",,2618,40866,31400,26000,10994,0.3149813556,0.2401507366,0.4044117647,0.5769230769,0.3066,,,FALSE
"Thomas More University","KY","SE",0.9003,1579,38535,49400,41300,13175,0.6262886598,0.4806629834,0.6307189542,0.7128027682,0.4671,0.4875,0.6535,FALSE
"Transylvania University","KY","SE",0.8881,987,50080,44100,34100,19500,0.75,0.5692307692,0.76,0.8066298343,0.7548,0.7385,0.8187,FALSE
"Trend Setters' Academy of Beauty Culture-Louisville","KY","SE",,36,,14900,13300,5453,0.2264808362,0.1960784314,,,,,,FALSE
"Union College","KY","SE",0.5634,1003,37499,32100,28200,12383,0.4670050761,0.3636363636,0.543956044,0.593495935,0.3008,0.3065,0.6086,FALSE
"Western Kentucky University","KY","SE",0.9721,13959,20365,34700,28200,14250,0.4687898089,0.3516145566,0.5236439499,0.6300484653,0.4384,0.5391,0.7068,FALSE
"Central Louisiana Technical Community College","LA","SE",,1481,13984,,,5500,,,,,,,,FALSE
"Ayers Career College","LA","SE",,145,,26200,19900,9500,0.4473684211,0.4273858921,,,,,,FALSE
"Baton Rouge General Medical Center-School of Nursing","LA","SE",,98,,52400,52300,16625,,,,,,,,FALSE
"Baton Rouge School of Computers","LA","SE",,58,,32100,19600,,0.4615384615,,,,,,,FALSE
"Bossier Parish Community College","LA","SE",,5986,16004,30700,22800,8929,0.4133370074,0.3704563032,0.5038265306,0.5675675676,,,,FALSE
"Centenary College of Louisiana","LA","SE",0.5969,544,52978,44900,31200,17250,0.7190635452,0.5882352941,0.7009345794,0.8064516129,0.5301,0.5234,0.7723,FALSE
"Cloyd's Beauty School 1 Inc","LA","SE",,31,,,,,,,,,,,,FALSE
"Crescent City Bartending School","LA","SE",,320,,24800,20000,9500,0.2497570457,0.2319474836,,,,,,FALSE
"D'Jay's Institute of Cosmetology and Esthiology","LA","SE",,75,,18100,16600,7722,0.4404761905,0.4202898551,,,,,,FALSE
"Delgado Community College","LA","SE",,12978,13994,29800,25300,10250,0.4865775581,0.4517661027,0.5692307692,0.6611570248,,,,FALSE
"Avery James School of Cosmetology","LA","SE",,37,,,,3219,,,,,,,,FALSE
"Denham Springs Beauty School","LA","SE",,77,,15800,,5538,0.5862068966,,,,,,,FALSE
"Dillard University","LA","SE",0.6071,1309,31436,35400,25000,19000,0.5470668486,0.5636743215,0.5081967213,0.5352112676,0.4092,0.4153,0.6964,FALSE
"Nunez Community College","LA","SE",,1638,14772,27600,28100,4000,0.4829545455,0.4430894309,,,,,,FALSE
"Grambling State University","LA","SE",0.9475,4110,25927,28100,21900,25250,0.4084337349,0.4014687882,0.3990461049,0.4845814978,0.3405,0.3799,0.7026,FALSE
"Guy's Shreveport Academy of Cosmetology Inc","LA","SE",,73,,16600,12600,9500,0.3564356436,0.3924050633,,,,,,FALSE
"ITI Technical College","LA","SE",,663,23000,51300,47500,13360,0.6435643564,0.5818815331,0.6993006993,0.7733333333,,,,FALSE
"John Jay Beauty College","LA","SE",,71,,19900,16800,,,,,,,,,FALSE
"Louisiana State University Health Sciences Center-New Orleans","LA","SE",,915,,68800,58600,17728,0.8080357143,0.7939698492,0.7727272727,0.8717948718,,,,FALSE
"Louisiana State University-Alexandria","LA","SE",0.5645,2673,14488,33700,30000,9329,0.626984127,0.5720430108,0.6332046332,0.7784810127,0.281,0.3603,0.5808,FALSE
"Louisiana State University and Agricultural & Mechanical College","LA","SE",0.7423,23468,28539,50100,40200,13000,0.7236295681,0.6266666667,0.7024734982,0.8020477816,0.6661,0.6752,0.8336,FALSE
"Louisiana State University-Eunice","LA","SE",,2731,13801,31900,26200,5500,0.5471698113,0.4588441331,0.625,0.6949152542,,,,FALSE
"Louisiana State University-Shreveport","LA","SE",0.8652,2175,17712,35700,32800,12706,0.5729564553,0.5205091938,0.5671232877,0.7383966245,0.3158,0.4035,0.6354,FALSE
"Aveda Arts & Sciences Institute-Baton Rouge","LA","SE",,131,,19900,19300,9500,0.5367965368,0.4892086331,0.4893617021,0.7333333333,,,,FALSE
"Aveda Arts & Sciences Institute-Lafayette","LA","SE",,160,,19100,17500,7916,0.671641791,0.6436781609,,,,,,FALSE
"Louisiana Academy of Beauty","LA","SE",,36,,,,5500,,,,,,,,FALSE
"Louisiana College","LA","SE",0.7847,934,25396,42800,33400,10250,0.6690518784,0.6007751938,0.6979865772,0.7565789474,0.3597,0.3696,0.5922,FALSE
"Opelousas School of Cosmetology","LA","SE",,8,,,,4554,,,,,,,,FALSE
"Louisiana Tech University","LA","SE",0.6307,8192,20098,41500,35400,13000,0.6615384615,0.5521292217,0.6896551724,0.7541528239,0.535,0.5512,0.791,FALSE
"Loyola University New Orleans","LA","SE",0.9431,2868,52842,47100,31700,19500,0.6513761468,0.5573333333,0.6494565217,0.7302631579,0.5864,0.6229,0.8259,FALSE
"McNeese State University","LA","SE",0.7032,6022,18978,38200,32600,12153,0.6229967949,0.5324568611,0.6471389646,0.7926605505,0.4377,0.4478,0.6902,FALSE
"University of New Orleans","LA","SE",0.5726,5909,19331,37800,31500,10250,0.6303005352,0.5922098569,0.6532374101,0.6974789916,0.3433,0.3958,0.6696,FALSE
"New Orleans Baptist Theological Seminary","LA","SE",,736,,,,,,,,,0.4074,0.7027,0.6842,FALSE
"Nicholls State University","LA","SE",0.937,5543,19041,37500,33600,11750,0.6804680468,0.6124401914,0.7105643994,0.7839506173,0.4588,0.4771,0.7222,FALSE
"University of Louisiana at Monroe","LA","SE",0.7101,6293,20052,37500,31600,12870,0.6313154301,0.5570216777,0.688155922,0.7185501066,0.424,0.4357,0.7171,FALSE
"Northwest Louisiana Technical College","LA","SE",,856,13387,,,,,,,,,,,FALSE
"Northwestern State University of Louisiana","LA","SE",0.8198,8265,20612,34300,30700,13000,0.6200846945,0.5448680352,0.6653504442,0.7602040816,0.4218,0.3886,0.732,FALSE
"University of Holy Cross","LA","SE",0.3534,863,21515,39500,36500,15000,0.6882129278,0.6328671329,0.7417218543,0.7752808989,0.5045,0.4766,0.7208,FALSE
"Franciscan Missionaries of Our Lady University","LA","SE",0.592,1049,24610,47200,45100,15070,0.7317073171,0.6975088968,0.7335766423,0.8306878307,0.3763,0.4706,0.7607,FALSE
"Pat Goins Benton Road Beauty School","LA","SE",,85,,,,5500,0.5272727273,0.488372093,,,,,,FALSE
"Celebrity Stylist Beauty School","LA","SE",,37,,,,9500,,,,,,,,FALSE
"Pineville Beauty School","LA","SE",,67,,,,,,,,,,,,FALSE
"Aveda Arts & Sciences Institute-Covington","LA","SE",,2357,,22800,21500,7917,0.4675842086,0.4024615385,0.4977511244,0.6503198294,,,,FALSE
"Saint Joseph Seminary College","LA","SE",,141,35640,,,,,,,,0.45,0.625,0.7674,FALSE
"Vanguard College of Cosmetology-Slidell","LA","SE",,116,,17200,16300,9833,0.5287671233,0.5196850394,0.5147058824,0.6046511628,,,,FALSE
"LaSalle Tech","LA","SE",,50,,13500,,6750,0.4594594595,,,,,,,FALSE
"Fletcher Technical Community College","LA","SE",,1825,14578,28100,24400,4750,,,,,,,,FALSE
"Remington College-Lafayette Campus","LA","SE",,368,27232,26800,21900,9500,0.2589161649,0.2283704126,0.3615763547,0.5369458128,,,,FALSE
"SOWELA Technical Community College","LA","SE",,2813,13744,34200,28700,,,,,,,,,FALSE
"Stevensons Academy of Hair Design","LA","SE",,20,,16200,16000,,,,,,,,,FALSE
"Southeastern Louisiana University","LA","SE",0.8963,10994,19673,37200,31500,11000,0.6656864963,0.5878627968,0.6813583815,0.7758318739,0.4047,0.4224,0.6672,FALSE
