INSTNM,STABBR,REGION,ADM_RATE,UGDS,COSTT4_A,MD_EARN_WNE_P10,MD_EARN_WNE_P6,DEBT_MDN_SUPP,RPY_3YR_RT_SUPP,LO_INC_RPY_3YR_RT_SUPP,MD_INC_RPY_3YR_RT_SUPP,HI_INC_RPY_3YR_RT_SUPP,C150_4_POOLED_SUPP,C200_4_POOLED_SUPP,RET_FT4_POOLED_SUPP,isNCF
Taylor Andrews Academy-St George,UT,Rockies,,132,,,,7667,0.410852713,0.348314607,,,,,,FALSE
Protege Academy,MI,GL,,58,,,,9833,0.222222222,0.166666667,,,,,,FALSE
Colorado Academy of Veterinary Technology,CO,Rockies,1,109,19992,,,6334,0.35,,,,,,,FALSE
Northeast Technical Institute,ME,NE,,351,,,,7600,0.44140625,0.370481928,0.55,0.65,,,,FALSE
Elite School of Cosmetology,OH,GL,,62,,,,9500,0.274509804,,,,,,,FALSE
Paul Mitchell the School-Las Vegas,NV,West,,265,,,,12000,0.53909465,0.452173913,0.584415584,0.666666667,,,,FALSE
Summit Salon Academy-Kokomo,IN,GL,,86,,,,7389,0.349056604,,0.46875,,,,,FALSE
Florida Academy,FL,SE,,153,,,,6333,0.49112426,0.451851852,,,,,,FALSE
Institute for Doctoral Studies in the Visual Arts,ME,NE,,,,,,,,,,,,,,FALSE
State Career College,IL,GL,,135,,,,9500,0.168831169,,,,,,,FALSE
Academy for Salon Professionals,CA,West,,85,,,,5875.5,0.641221374,0.565656566,,,,,,FALSE
Paul Mitchell the School-Spokane,WA,West,,173,,,,9500,0.402877698,0.309392265,0.553846154,0.625,,,,FALSE
J Renee College,IL,GL,,89,,,,7261,0.431818182,0.409090909,,,,,,FALSE
National Personal Training Institute of Colorado,CO,Rockies,,66,,,,4448.5,0.637795276,0.558823529,,,,,,FALSE
National Personal Training Institute of Colorado,CO,Rockies,,37,,,,4448.5,0.637795276,0.558823529,,,,,,FALSE
International College of Beauty Arts & Sciences,CA,West,,108,,,,6333,,,,,,,,FALSE
The Salon Professional Academy-Shorewood,IL,GL,,71,,,,9833,0.5,0.387755102,,,,,,FALSE
John Paul the Great Catholic University,CA,West,0.9502,260,41521,,,19167,0.765957447,,,,0.6182,0.6383,0.7647,FALSE
University of Connecticut-Hartford Campus,CT,NE,0.9597,1244,15788,,,,,,,,0.625,,0.8229,FALSE
Independence University,UT,Rockies,,8278,32804,28800,24200,9500,0.20256745,0.164591384,0.290810811,0.490140845,0.3085,0.7368,0.632,FALSE
National American University-Tulsa,OK,SW,,172,22446,34500,28200,14765,0.24212963,0.193285964,0.363602251,0.5,,,,FALSE
National American University-Centennial,CO,Rockies,,175,15408,34500,28200,14765,0.24212963,0.193285964,0.363602251,0.5,,,,FALSE
National American University-Lee's Summit,MO,Plains,,154,,34500,28200,14765,0.24212963,0.193285964,0.363602251,0.5,,,,FALSE
National American University-Colorado Springs South,CO,Rockies,,152,15408,34500,28200,14765,0.24212963,0.193285964,0.363602251,0.5,,,,FALSE
Salter College-Chicopee,MA,NE,,15,,27200,23100,7917,0.334394905,0.275835276,0.470676692,0.613953488,,,,FALSE
Chamberlain University-Missouri,MO,Plains,0.6,544,25746,58400,67100,18697.5,0.595370464,0.53059034,0.569197631,0.677600473,0.1875,,,FALSE
Chamberlain University-Texas,TX,SW,0.5,729,33018,58400,67100,18697.5,0.595370464,0.53059034,0.569197631,0.677600473,,,,FALSE
Continental School of Beauty Culture-Mattydale,NY,ME,,249,,18700,17500,6333,0.360936094,0.295454546,0.48241206,0.763157895,,,,FALSE
Carrington College-Pomona,CA,West,0.7907,229,,30800,25700,12044,0.38872739,0.316347706,0.509047994,0.664383562,,,,FALSE
Altierus Career College-Atlanta West,GA,SE,,324,,28700,20200,7432,0.178956229,0.152641093,0.297193878,0.395480226,,,,FALSE
Paul Mitchell the School-Columbia,SC,SE,,225,,,,9672,0.397328882,0.323863636,0.445859873,0.6,,,,FALSE
Paul Mitchell the School-Charleston,SC,SE,,186,,,,9672,0.397328882,0.323863636,0.445859873,0.6,,,,FALSE
Kenneth Shuler School of Cosmetology-Greenville,SC,SE,,140,,,18400,9083,0.266497462,0.225352113,,,,,,FALSE
South University-Accelerated Graduate Programs,GA,SE,,0,,33400,26900,10919,0.254758584,0.210557279,0.323293501,0.491299304,,,,FALSE
South University-Novi,MI,GL,,277,28075,33400,26900,10919,0.254758584,0.210557279,0.323293501,0.491299304,,,,FALSE
Northwest College-Eugene,OR,West,,168,,22300,18200,9500,0.279448622,0.201709402,0.435582822,0.68,,,,FALSE
Northwest College-Tualatin,OR,West,,47,,22300,18200,9500,0.279448622,0.201709402,0.435582822,0.68,,,,FALSE
Harrison College-Morrisville,NC,SE,1,89,24898,24700,23100,12663,0.227430556,0.189715621,0.293361884,0.49602122,,,,FALSE
Trend Setters' Academy of Beauty Culture-Louisville,KY,SE,,44,,14900,13300,3973,0.226480836,0.196078431,,,,,,FALSE
Beauty Schools of America,FL,SE,,81,,15400,14500,9500,0.259549974,0.246866803,0.352112676,0.555555556,,,,FALSE
CET-Soledad,CA,West,,122,,23800,19500,5500,0.312010796,0.270761517,0.55626327,0.697674419,,,,FALSE
United Education Institute-UEI College San Marcos,CA,West,,312,,,,9500,0.242610515,0.207956016,0.373522459,0.492227979,,,,FALSE
Houston Training Schools-Southwest,TX,SW,,80,,17300,15500,,,,,,,,,FALSE
Vanguard College of Cosmetology-Metairie,LA,SE,,204,,17200,16300,9549.5,0.528767123,0.519685039,0.514705882,0.604651163,,,,FALSE
United Education Institute-Anaheim,CA,West,,643,,,,9500,0.242610515,0.207956016,0.373522459,0.492227979,,,,FALSE
New England Tractor Trailer Training School of Massachusetts,MA,NE,,449,,40700,35700,6333,0.459288991,0.408576052,0.551068884,0.735632184,,,,FALSE
Cortiva Institute-Las Vegas,NV,West,,319,,26000,20900,7600,0.416213661,0.336289464,0.527504912,0.700507614,,,,FALSE
Cortiva Institute-Tempe,AZ,SW,,273,,26000,20900,7600,0.416213661,0.336289464,0.527504912,0.700507614,,,,FALSE
Cortiva Institute-Phoenix,AZ,SW,,383,,26000,20900,7600,0.416213661,0.336289464,0.527504912,0.700507614,,,,FALSE
Cortiva Institute-Westminster,CO,Rockies,,119,,26000,20900,7600,0.416213661,0.336289464,0.527504912,0.700507614,,,,FALSE
Cortiva Institute-Aurora,CO,Rockies,,173,,26000,20900,7600,0.416213661,0.336289464,0.527504912,0.700507614,,,,FALSE
Dewey University-Manati,PR,Outlying,,302,10643,17400,14800,4064,,,,,0.6974,,0.6015,FALSE
Cortiva Institute-York,PA,ME,,78,,29400,24000,6967,0.351782364,0.264663805,0.4765625,0.612612613,,,,FALSE
Allen School-Phoenix,AZ,SW,,31,,29800,19700,9500,0.281709881,0.255356362,0.381465517,0.417475728,,,,FALSE
Oklahoma Technical College,OK,SW,,150,,21600,19500,9105,0.335538184,0.285020243,0.45945946,0.557894737,,,,FALSE
Midwest Technical Institute-Moline,IL,GL,,308,,27100,22400,9121,0.282807018,0.236955895,0.410377359,0.741176471,,,,FALSE
Unitech Training Academy-Alexandria,LA,SE,,82,,18700,16100,6987,0.395465995,0.374542794,0.5,0.627906977,,,,FALSE
Unitech Training Academy-Lake Charles,LA,SE,,84,,18700,16100,6987,0.395465995,0.374542794,0.5,0.627906977,,,,FALSE
Aveda Institute-Los Angeles,CA,West,,159,,,21000,8862,0.426785714,0.32238806,0.467889908,0.689655172,,,,FALSE
UEI College-Riverside,CA,West,,629,,,,9500,0.221407226,0.19076105,0.348993289,0.434210526,,,,FALSE
WellSpring School of Allied Health-Lawrence,KS,Plains,,24,,,21900,9470,0.531100479,0.4609375,,,,,,FALSE
Manuel and Theresa's School of Hair Design-Victoria,TX,SW,,22,,,,9500,0.141025641,,,,,,,FALSE
Tricoci University of Beauty Culture-Chicago NE,IL,GL,,92,,,,9000,0.388429752,0.315151515,,,,,,FALSE
Los Angeles Pacific University,CA,West,,1897,35182,51100,42000,18500,0.639824706,0.493217054,0.640713706,0.748196248,,,0.6522,FALSE
Minneapolis Media Institute,MN,Plains,,0,17096,31600,24700,9500,0.366473988,0.228682171,0.497512438,0.668918919,0.5336,,,FALSE
CollegeAmerica-Phoenix,AZ,SW,,512,31351,23900,19500,16676.5,0.11691023,0.095597484,,,0.4081,,,FALSE
Stevens-Henager College,ID,Rockies,,111,32038,23900,19500,16676.5,0.11691023,0.095597484,,,0.1837,,,FALSE
Avalon School of Cosmetology-Phoenix,AZ,SW,,342,,19000,18500,6237,0.339370829,0.286585366,0.378181818,0.542372881,,,,FALSE
Avalon School of Cosmetology-Layton,UT,Rockies,,175,,19000,18500,6237,0.339370829,0.286585366,0.378181818,0.542372881,,,,FALSE
Hair Design Institute,FL,SE,,42,,20700,16800,6748.5,0.446646342,0.393203884,0.496774194,0.606741573,,,,FALSE
Hair Design Institute,FL,SE,,82,,20700,16800,6748.5,0.446646342,0.393203884,0.496774194,0.606741573,,,,FALSE
All-State Career School-Allied Health Campus,PA,ME,,355,26040,38500,27100,6333,0.261706222,0.237569061,0.341085271,0.558823529,,,,FALSE
Aveda Institute-Des Moines,IA,Plains,,138,,,,10155,0.583333333,0.454545455,0.58,0.738461539,,,,FALSE
Fortis Institute-Lawrenceville,NJ,ME,,234,,28400,26300,9498,0.353808354,0.3,0.446721312,0.579439252,,,,FALSE
Relay Graduate School of Education,NY,ME,,170,,,,,,,,,,,,FALSE
Platt College-Miller-Motte Technical-Macon,GA,SE,,386,25910,25300,21400,14213,0.262692484,0.213512962,0.374442794,0.550955414,,,,FALSE
International Culinary Center-California,CA,West,,121,,37300,30200,6333,0.788161994,0.736196319,,,,,,FALSE
South University-Savannah Online,GA,SE,,4045,27750,33400,26900,10919,0.254758584,0.210557279,0.323293501,0.491299304,0.0255,0.0222,0.216,FALSE
Fortis College-Montgomery,AL,SE,,207,29387,20900,17200,9424,0.22402472,0.197097378,0.299168975,0.554347826,,,,FALSE
Miller-Motte Technical College-Roanoke,VA,SE,,74,23865,22400,20800,9500,0.194371152,0.161642078,0.314252336,0.52631579,,,,FALSE
Whitworth University-Adult Degree Programs,WA,West,0.625,314,,42100,35000,22000,0.734246575,0.553846154,0.742346939,0.832957111,,,,FALSE
The Santa Barbara and Ventura Colleges of Law at Santa Barbara,CA,West,,,,,,,,,,,,,,FALSE
American Broadcasting School-Online Program,OK,SW,,34,,27900,24500,7435,0.262222222,0.208588957,,,,,,FALSE
Springfield College-School of Professional and Continuing Studies,MA,NE,,682,,45100,38500,20590,0.550250289,0.339440694,0.565822785,0.818181818,,,,FALSE
Marian Health Careers Center-Van Nuys Campus,CA,West,,144,,55600,43400,14584,0.506912442,0.469026549,0.532467533,,,,,FALSE
Milan Institute-Las Vegas,NV,West,,221,,18400,16400,7831,0.247606019,0.213583939,0.358490566,0.5,,,,FALSE
Virginia College-Savannah,GA,SE,,535,,24600,19700,11438,0.190289602,0.164830022,0.275551922,0.507214206,,,,FALSE
Virginia College-Columbus,GA,SE,,527,,24600,19700,11438,0.190289602,0.164830022,0.275551922,0.507214206,,,,FALSE
Catholic Distance University,WV,SE,,64,,,,,,,,,,,,FALSE
New York School of Esthetics & Day Spa,NY,ME,,105,,,,6333,0.666666667,0.638888889,,,,,,FALSE
Panache Academy of Beauty,WI,GL,,49,,,,9500,0.54,,,,,,,FALSE
Finger Lakes Health College of Nursing,NY,ME,1,126,,,,,,,,,,,,FALSE
ASI Career Institute,NJ,ME,,57,,,,6333,0.4,0.323076923,,,,,,FALSE
Midwest Technical Institute-Ridgeland,MS,SE,,526,,27100,22400,9121,0.282807018,0.236955895,0.410377359,0.741176471,,,,FALSE
Christine Valmy International School of Esthetics & Cosmetology,NJ,ME,,116,,,,4971,0.5625,0.529411765,,,,,,FALSE
City College-Hollywood,FL,SE,,255,25184,28400,23300,16767,0.215315763,0.194426852,0.258426966,0.447368421,,,,FALSE
Paul Mitchell the School-Arlington,TX,SW,,300,,28000,22500,9500,0.44021164,0.347222222,0.510869565,0.606060606,,,,FALSE
Rocky Mountain University of Health Professions,UT,Rockies,,,,,,,,,,,,,,FALSE
Christie's Education,NY,ME,,,,,,,,,,,,,,FALSE
Palmetto Beauty School,SC,SE,,19,,,,5500,0.192660551,0.130952381,,,,,,FALSE
Paul Mitchell the School-Fort Myers,FL,SE,,121,,,13100,7667,0.421487603,0.351351351,0.46875,0.666666667,,,,FALSE
Paul Mitchell the School-Raleigh,NC,SE,,139,,,,9833,0.333333333,0.264367816,,,,,,FALSE
Stella and Charles Guttman Community College,NY,ME,,1010,12792,,,4102,,,,,,,,FALSE
Lil Lou's Beauty and Barber College LLC,IN,GL,,85,,,,8222,,,,,,,,FALSE
Bryan University,MO,Plains,,57,24464,24400,19700,15671,0.176829268,0.146233383,,,,,,FALSE
Virginia College-Tulsa,OK,SW,,41,,24600,19700,11438,0.190289602,0.164830022,0.275551922,0.507214206,,,,FALSE
Criswell College,TX,SW,0.9259,196,23824,,,11925,,,,,0.2692,0.2941,0.7708,FALSE
Virginia College-Knoxville,TN,SE,,453,,24600,19700,11438,0.190289602,0.164830022,0.275551922,0.507214206,,,,FALSE
Columbia Academy of Cosmetology,SC,SE,,28,,,15500,5902,0.117647059,,,,,,,FALSE
Beverly Hills Design Institute,CA,West,0.6,18,39471,,,,,,,,,,,FALSE
Global Institute,PR,Outlying,,22,10290,,,,,,,,,,,FALSE
Reflections Academy of Beauty,IL,GL,,14,,,,,,,,,,,,FALSE
UCAS Univeristy of Cosmetology Arts & Sciences-La Joya,TX,SW,,60,,15300,14700,4583,0.345335516,0.326810176,,,,,,FALSE
Bryant & Stratton College-Akron,OH,GL,,88,24065,24100,21200,9618,0.187316343,0.153212958,0.298497496,0.462006079,,,,FALSE
Annenberg School of Nursing,CA,West,,7,,,,,,,,,,,,FALSE
American Medical Academy,FL,SE,,371,,,,7103,0.483870968,,,,,,,FALSE
Tooele Technical College,UT,Rockies,,271,,,,,,,,,,,,FALSE
Chamberlain University-Georgia,GA,SE,0.1429,997,36654,58400,67100,18697.5,0.595370464,0.53059034,0.569197631,0.677600473,,,,FALSE
Chamberlain University-Indiana,IN,GL,0.375,208,25746,58400,67100,18697.5,0.595370464,0.53059034,0.569197631,0.677600473,,,,FALSE
Carrington College-Mesquite,TX,SW,,107,,27400,27300,9500,0.446624804,0.369879518,0.528700906,0.769911504,,,,FALSE
Sessions College for Professional Design,AZ,SW,,129,15428,,,9500,,,,,,,,FALSE
Virginia College-Shreveport,LA,SE,,566,,24600,19700,11438,0.190289602,0.164830022,0.275551922,0.507214206,,,,FALSE
Tulsa Welding School-Jacksonville,FL,SE,,182,,37500,29800,7600,0.327351485,0.241168775,0.484304933,0.67037037,,,,FALSE
Empire Beauty School-Virginia Beach,VA,SE,,146,,21900,18400,8975,0.260495156,0.182222222,0.417142857,0.582278481,,,,FALSE
Ross Medical Education Center-Morgantown,WV,SE,,51,,25000,21800,9500,0.301659125,0.256972112,0.409482759,0.522222222,,,,FALSE
Paul Mitchell the School-Ogden,UT,Rockies,,148,,,21700,9500,0.401360544,0.305785124,0.522292994,0.632352941,,,,FALSE
Golf Academy of America-Dallas,TX,SW,,109,,24600,19700,11438,0.190289602,0.164830022,0.275551922,0.507214206,,,,FALSE
Cortiva Institute-Dallas,TX,SW,,291,,26000,20900,7600,0.416213661,0.336289464,0.527504912,0.700507614,,,,FALSE
Miami Ad School-New York,NY,ME,,110,,81500,70900,16500,0.731707317,0.666666667,,,,,,FALSE
WestMed College,CA,West,,65,,,,9500,0.525896414,0.476744186,,,,,,FALSE
Larry's Barber College,IL,GL,,140,,,,1796,0.12195122,,,,,,,FALSE
Futura Career Institute,FL,SE,,191,,,,,,,,,,,,FALSE
Flair Beauty College,CA,West,,40,,,,7600,0.666666667,0.6,,,,,,FALSE
Eternity Cosmetology School Corp,FL,SE,,143,,,,6333,0.517730497,0.511627907,,,,,,FALSE
Tri-State Institute of Hair Design,KY,SE,,36,,,,9076,,,,,,,,FALSE
Vogue College of Cosmetology-San Antonio Fredericksburg,TX,SW,,94,,,,6333,0.426966292,0.333333333,,,,,,FALSE
Vogue College of Cosmetology,TX,SW,,113,,,,6333,0.369863014,0.310344828,,,,,,FALSE
Tomorrow's Image Barber And Beauty Academy of Virginia,VA,SE,,15,,,,,,,,,,,,FALSE
College of International Esthetics Inc,CO,Rockies,,111,,,,6333,0.708609272,0.630434783,,,,,,FALSE
Medical Allied Career Center,CA,West,,86,,,,17130,0.323529412,,,,,,,FALSE
Bais HaMedrash and Mesivta of Baltimore,MD,ME,1,76,21500,,,,,,,,0.2143,,0.7143,FALSE
Barber & Beauty Institute of New York,NY,ME,,44,,,,4223,0.196721312,,,,,,,FALSE
Salon Institute-Toledo Campus,OH,GL,,75,,,,12000,0.469565217,0.473684211,0.451612903,,,,,FALSE
Curve Metric School of Hair Design,IL,GL,,41,,,,,,,,,,,,FALSE
Athena Career Academy,OH,GL,0.5,219,,,,9500,0.205240175,0.161290323,,,,,,FALSE
Yeshiva Gedolah Zichron Leyma,NJ,ME,0.8571,21,,,,,,,,,,,,FALSE
The Barber School,UT,Rockies,,125,,,,6500,0.424778761,0.3875,,,,,,FALSE
Be'er Yaakov Talmudic Seminary,NY,ME,,510,15786,,,,,,,,0.447,0.7369,0.9593,FALSE
Rio Grande Valley College,TX,SW,,433,,,,11234,0.335365854,0.303030303,,,,,,FALSE
Alexander Academy,MA,NE,,74,,,,6766,0.263888889,0.228070175,,,,,,FALSE
LeMelange Academy of Hair,CA,West,,58,,,,6333,0.603773585,0.552631579,,,,,,FALSE
Aveda Institute-Tucson,AZ,SW,,148,,,,10485.5,0.539823009,0.451612903,,,,,,FALSE
Ambiance Beauty & Barber Academy Inc,FL,SE,,34,,,,9500,,,,,,,,FALSE
Diamond Beauty College,CA,West,,167,,,,,,,,,,,,FALSE
Unitek College,CA,West,,159,,,,9589,0.65648855,0.647887324,,,,,,FALSE
University Academy of Hair Design,AL,SE,,50,,,,6500,0.35,,,,,,,FALSE
Florida Institute of Recording Sound and Technology,FL,SE,,285,,,,4546,0.412121212,0.33,,,,,,FALSE
New Dimensions Beauty Academy Inc,CO,Rockies,,62,,,,8100,0.534883721,,,,,,,FALSE
Paul Mitchell the School-Reno,NV,West,,210,,,,8500,0.459016393,0.382352941,,,,,,FALSE
Boise Barber College,ID,Rockies,,53,,,,9500,0.385542169,0.333333333,,,,,,FALSE
Austin Kade Academy,ID,Rockies,,115,,,,6333,0.399122807,0.35443038,,,,,,FALSE
Aesthetic Science Institute,NY,ME,,70,,,,3666.5,0.649350649,0.585365854,,,,,,FALSE
Elaine Sterling Institute,GA,SE,,235,,,,9500,0.479591837,0.428571429,,,,,,FALSE
Wade Gordon Hairdressing Academy,TX,SW,,93,,,,8500,0.314285714,0.294117647,,,,,,FALSE
Mitsu Sato Hair Academy,KS,Plains,,35,,,,9500,0.461538462,,,,,,,FALSE
SAE Institute of Technology-Los Angeles,CA,West,,145,,,,5500,0.479452055,0.413793103,,,,,,FALSE
Florida Vocational Institute,FL,SE,,502,,,,6333,0.609375,,,,,,,FALSE
SAE Institute of Technology-Atlanta,GA,SE,,374,,,,9500,0.245033113,0.176470588,,,,,,FALSE
Academy di Firenze,ID,Rockies,,15,,,,,,,,,,,,FALSE
SAE Institute of Technology-Miami,FL,SE,,117,,,,5500,0.304347826,0.255813954,,,,,,FALSE
Colorado State University-Global Campus,CO,Rockies,,8035,,,,14247.5,0.54079602,0.430577223,0.548863636,0.670756646,,,,FALSE
Paul Mitchell the School-Overland Park,KS,Plains,,198,,,,9500,0.396226415,0.333333333,,,,,,FALSE
Medspa Academies,UT,Rockies,,166,,,,7917,0.65942029,0.56,,,,,,FALSE
Brighton Institute of Cosmetology,MI,GL,,36,,,,,,,,,,,,FALSE
West Coast University-Dallas,TX,SW,1,608,33959,54900,74600,26500,0.69375,0.643632774,0.683257919,0.773480663,,,,FALSE
Stevens-Henager College,UT,Rockies,,111,32940,28800,24200,9500,0.20256745,0.164591384,0.290810811,0.490140845,,,,FALSE
National American University-Bellevue,NE,Plains,,98,,34500,28200,14765,0.24212963,0.193285964,0.363602251,0.5,,,,FALSE
National American University-Burnsville,MN,Plains,,44,15876,34500,28200,14765,0.24212963,0.193285964,0.363602251,0.5,,,,FALSE
National American University-Mesquite,TX,SW,,105,,34500,28200,14765,0.24212963,0.193285964,0.363602251,0.5,,,,FALSE
Empire Beauty School-Savannah,GA,SE,,93,,17300,16100,7519,0.259142497,0.223880597,0.322368421,0.565789474,,,,FALSE
Ogle School Hair Skin Nails-Denton,TX,SW,,148,,24900,17200,7220,0.341869398,0.291743119,0.388235294,0.636363636,,,,FALSE
Empire Beauty School-West Greensboro,NC,SE,,90,,21900,18400,8975,0.260495156,0.182222222,0.417142857,0.582278481,,,,FALSE
California College San Diego,CA,West,,327,32959,39800,26400,15704.5,0.205490196,0.172727273,0.266666667,0.325,,,,FALSE
Jolie Hair and Beauty Academy-Northfield,NJ,ME,,153,,,,7667,0.35359116,0.293436293,,,,,,FALSE
Hays Academy of Hair Design,KS,Plains,,50,,16300,15900,9776,0.486842105,0.377777778,,,,,,FALSE
Bellus Academy,KS,Plains,,191,,25900,18800,7917,0.536023055,0.460358056,0.590476191,0.731182796,,,,FALSE
Cortiva Institute-Seattle,WA,West,,113,,30700,25800,7917,0.586134454,0.522151899,0.696428571,0.75,,,,FALSE
MotoRing Technical Training Institute,RI,NE,0.8182,14,,30900,26300,8550,0.548387097,0.448630137,,,,,,FALSE
Columbia College,VA,SE,,151,,,,4523,0.75,0.769230769,,,,,,FALSE
Unitek College,CA,West,,249,,,,9589,0.65648855,0.647887324,,,,,,FALSE
Pennsylvania State University-World Campus,PA,ME,0.6679,8108,25626,50100,40100,19500,0.67919564,0.520712085,0.665066718,0.799701867,0.2636,,0.5706,FALSE
Medical Career Institute,NJ,ME,,114,,,,4771,0.366666667,,,,,,,FALSE
Advance Beauty Techs Academy,CA,West,,81,,,,6260,0.287878788,0.254545455,,,,,,FALSE
Montage Academy,CO,Rockies,,90,,,,6333,0.34375,,,,,,,FALSE
Brand College,CA,West,,29,,,,,,,,,,,,FALSE
Hinton Barber and Beauty College,CA,West,,76,,,,10500,,,,,,,,FALSE
Advanced Career Institute,CA,West,,352,,,,6151,0.426229508,0.385416667,,,,,,FALSE
Digital Film Academy,NY,ME,,114,,,,6293.5,0.393939394,,,,,,,FALSE
MyComputerCareer.edu-Raleigh,NC,SE,,1358,,,,9500,0.714765101,0.657894737,0.72519084,0.811320755,,,,FALSE
Purdue University Global-Augusta,ME,NE,,427,18711,33900,24600,12638,0.255960094,0.204735307,0.350211964,0.534312161,,,,FALSE
South University-Austin,TX,SW,,390,29067,33400,26900,10919,0.254758584,0.210557279,0.323293501,0.491299304,,,0.2703,FALSE
South University-Cleveland,OH,GL,,292,28954,33400,26900,10919,0.254758584,0.210557279,0.323293501,0.491299304,,,0.2245,FALSE
Bryant & Stratton College-Online,NY,ME,,4107,19199,24100,21200,9618,0.187316343,0.153212958,0.298497496,0.462006079,0.201,,,FALSE
Virginia College-Florence,SC,SE,,345,,24600,19700,11438,0.190289602,0.164830022,0.275551922,0.507214206,,,,FALSE
Ogle School Hair Skin Nails-San Antonio,TX,SW,,254,,24900,17200,7220,0.341869398,0.291743119,0.388235294,0.636363636,,,,FALSE
Elizabethtown College School of Continuing and Professional Studies,PA,ME,0.9286,328,,51300,42900,25228,0.789145908,0.591133005,0.7734375,0.875232775,,,,FALSE
Ideal Beauty Academy,KY,SE,,10,,,19400,8500,0.280701754,,,,,,,FALSE
Minnesota School of Cosmetology-Plymouth Campus,MN,Plains,,101,,25900,21200,9594,0.477900553,0.375,0.519607843,0.75,,,,FALSE
Mercyhurst University-North East Campus,PA,ME,,751,25829,40300,32800,19000,0.535375638,0.382922535,0.548723898,0.752688172,,,,FALSE
Warner Pacific University Professional and Graduate Studies,OR,West,,408,24834,41000,37900,21500,0.492537313,0.374100719,0.545263158,0.661157025,0.5476,0.4737,0.8478,FALSE
Platt College-Riverside,CA,West,,524,30268,33800,25000,17985.5,0.341960784,0.308598351,0.389937107,0.462962963,,,,FALSE
Savannah Law School,GA,SE,,,,,,,0.440677966,,,,,,,FALSE
Empire Beauty School-Glen Burnie,MD,ME,,112,,20300,16200,8147,0.287991498,0.236173393,0.373684211,0.512195122,,,,FALSE
Altierus Career College-Woodbridge,VA,SE,,224,,25100,19900,6000,0.277076761,0.234332425,0.37388724,0.587628866,,,,FALSE
International School of Cosmetology-Toni & Guy Hairdressing Academy,AZ,SW,,66,,,19400,10556,0.449244061,0.399305556,0.513513514,0.5625,,,,FALSE
United Education Institute-UEI College Stockton,CA,West,,492,,,,9500,0.242610515,0.207956016,0.373522459,0.492227979,,,,FALSE
Shiloh University,IA,Plains,,18,,,,,,,,,,,,FALSE
Vatterott College-Fairview Heights,IL,GL,,238,23600,27000,21900,15168,0.136970766,0.118476728,0.255845942,0.512605042,,,,FALSE
Ross Medical Education Center-Dayton,OH,GL,,81,,27300,25500,9500,0.317180617,0.265486726,,,,,,FALSE
Ross Medical Education Center-Ontario,OH,GL,,83,,24900,22400,9161,0.310010764,0.262582057,0.395604396,0.585365854,,,,FALSE
Ross Medical Education Center-Bowling Green,KY,SE,,94,,21200,19000,9500,0.276789408,0.221498371,0.409292035,0.617886179,,,,FALSE
Florida Institute of Technology-Online,FL,SE,,1629,,56600,38000,10500,0.369773519,0.242147553,0.470445344,0.733441034,,,,FALSE
Rasmussen College-Kansas,KS,Plains,,376,23508,32600,27500,9774,0.351363237,0.273112808,0.447387131,0.605024051,,,,FALSE
Columbia Institute,MD,ME,,95,,,,4523,0.75,0.769230769,,,,,,FALSE
School of Missionary Aviation Technology,MI,GL,,31,,,,,,,,,,,,FALSE
Ace Cosmetology and Barber Training Center,CT,NE,,62,,,,4625,,,,,,,,FALSE
California Miramar University,CA,West,,87,15038,,,4625,,,,,,,0.8049,FALSE
Rocky Vista University,CO,Rockies,,,,,,,,,,,,,,FALSE
Virginia College-Greensboro,NC,SE,,401,,24600,19700,11438,0.190289602,0.164830022,0.275551922,0.507214206,,,,FALSE
The College of Health Care Professions-Dallas,TX,SW,,56,,28000,25000,9500,0.342431762,0.297945206,0.436781609,,,,,FALSE
The College of Health Care Professions-Fort Worth,TX,SW,,503,,28600,25400,9500,0.321898228,0.28880597,0.418181818,0.481012658,,,,FALSE
Shear Finesse Hairstyling Academy,FL,SE,,23,,,,,,,,,,,,FALSE
Miami Media School,FL,SE,0.6597,91,,,,9500,0.279069767,0.230769231,,,,,,FALSE
Academy of Salon Professionals,MO,Plains,,53,,,,9833,,,,,,,,FALSE
CyberTex Institute of Technology,TX,SW,,89,,,,7093,0.265306122,,,,,,,FALSE
New England Tractor Trailer Training School of CT-Bridgeport,CT,NE,,200,,41300,33700,6333,0.375793483,0.335002782,0.497017893,0.571428571,,,,FALSE
Gemini School of Visual Arts & Communication,TX,SW,0,18,,,,,,,,,,,,FALSE
Designer Barber & Stylist School,AR,SE,,67,,,,9500,,,,,,,,FALSE
Paul Mitchell the School-Woodbridge,VA,SE,,126,,15700,21700,9833,0.395061728,0.311594203,0.507352941,0.5,,,,FALSE
College of the Muscogee Nation,OK,SW,,194,22646,,,,,,,,,,,FALSE
The Salon Professional Academy-Huntsville,AL,SE,,57,,,,9833,,,,,,,,FALSE
Midwives College of Utah,UT,Rockies,0.6364,242,24164,,,5250,,,,,,,,FALSE
Aspen Beauty Academy of Laurel,MD,ME,,59,,,,7917,0.404255319,,,,,,,FALSE
M T Training Center,TX,SW,,97,,,,6754,,,,,,,,FALSE
Berks Career & Technology Center,PA,ME,,39,,,,6167,,,,,,,,FALSE
Future Generations University,WV,SE,,,,,,,,,,,,,,FALSE
Carthage R9 School District-Carthage Technical Center,MO,Plains,,21,,,,8880,,,,,,,,FALSE
